2 17-JUNE-81
 40.0   35.0   38.0   40.0   40.0   40.0   35.0   35.0  
  2.5   15.0   23.0   50.0   50.0   65.0   65.0   50.0 
 52.0   60.0   35.0   35.0   20.0   60.0   60.0   60.0 
